portfolio,trade id,product,side,created at,size,size unit,price,fee,total,price/fee/total unit
default,5217021,DOT-USD,SELL,2021-10-02T02:32:32.653Z,4.13400000,DOT,32.08,0.46416552,132.15455448,USD
default,5221766,DOT-USD,SELL,2021-10-02T04:46:50.015Z,4.13000000,DOT,31.76,0.4590908,130.7097092,USD
default,5221787,DOT-USD,SELL,2021-10-02T04:47:32.138Z,0.00400000,DOT,31.76,0.00044464,0.12659536,USD
default,5371419,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.02383477,ETH,2275,0.27112050875,53.95298124125,USDC
default,5371420,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.02000000,ETH,2275,0.2275,45.2725,USDC
default,5371421,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.00100000,ETH,2275,0.011375,2.263625,USDC
default,5371422,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.02842417,ETH,2274,0.3231828129,64.3133797671,USDC
default,5371423,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.06034271,ETH,2273.68,0.686000064364,136.514012808436,USDC
default,5371424,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.06034404,ETH,2273.63,0.686000098326,136.514019566874,USDC
default,5371425,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.06034696,ETH,2273.52,0.686000102496,136.514020396704,USDC
default,5371426,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.03758007,ETH,2273.4,0.42717265569,85.00735848231,USDC
default,5371427,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.04762780,ETH,2272.69,0.54121612391,107.70200865809,USDC
default,5371428,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.00924231,ETH,2272.16,0.105000035448,20.895007054152,USDC
default,5371429,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.02500000,ETH,2272,0.284,56.516,USDC
default,5371430,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.26580816,ETH,2271.95,3.01951424556,600.88333486644,USDC
default,5371431,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.21983000,ETH,2271.87,2.4971259105,496.9280561895,USDC
default,5371432,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.49184396,ETH,2271.87,5.587027687026,1111.818509718174,USDC
default,5371433,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.02722822,ETH,2271.83,0.309289435213,61.548597607387,USDC
default,5371434,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.00219817,ETH,2271.8,0.02496901303,4.96883359297,USDC
default,5371435,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.01005462,ETH,2271.63,0.114201882153,22.726174548447,USDC
default,5371436,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.25197911,ETH,2271.22,2.861499971071,569.438494243129,USDC
default,5371437,ETH-USDC,SELL,2021-04-18T00:27:20.653Z,0.85335377,ETH,2270.86,9.689234710711,1928.157707431489,USDC
default,5402109,ETH-USDC,BUY,2021-04-18T08:52:18.128Z,0.44000000,ETH,2147.87,4.725314,-949.788114,USDC
default,5402110,ETH-USDC,BUY,2021-04-18T08:52:18.128Z,0.28000000,ETH,2148.06,3.007284,-604.464084,USDC
default,5402111,ETH-USDC,BUY,2021-04-18T08:52:18.128Z,1.89308089,ETH,2148.53,20.3367054229585,-4087.6777900146585,USDC
default,7540072,ADA-USD,BUY,2021-05-09T00:34:32.705Z,600.18000000,ADA,1.617,3.39671871,-973.88777871,USD
default,7987336,ADA-USD,BUY,2021-05-10T05:33:44.717Z,141.18000000,ADA,1.7645,0.871892385,-249.984002385,USD
default,9840277,SOL-USD,BUY,2021-09-10T15:27:25.760Z,0.96400000,SOL,173.032,0.83401424,-167.63686224,USD
default,9840278,SOL-USD,BUY,2021-09-10T15:27:25.760Z,3.28600000,SOL,173.065,2.84345795,-571.53504795,USD
default,11364589,ADA-USD,BUY,2021-05-17T01:12:59.604Z,8.64000000,ADA,2.1737,0.065732688,-18.846500688,USD
default,12864628,SOL-USD,BUY,2021-09-20T03:03:24.460Z,1.25000000,SOL,142.5,0.890625,-179.015625,USD
default,12986749,SOL-USD,BUY,2021-09-20T11:44:37.529Z,1.25000000,SOL,135,0.84375,-169.59375,USD
default,14546175,EOS-USD,BUY,2021-10-20T18:52:20.008Z,107.00000000,EOS,4.786,1.792357,-513.894357,USD
default,14546176,EOS-USD,BUY,2021-10-20T18:52:20.008Z,22.70000000,EOS,4.786,0.3802477,-109.0224477,USD
default,14694353,EOS-USD,BUY,2021-10-27T08:09:28.121Z,156.20000000,EOS,4.015,2.1950005,-629.3380005,USD
default,15179017,DOGE-USD,BUY,2021-10-12T15:45:57.754Z,928.50000000,DOGE,0.2224,0.7227444,-207.2211444,USD
default,15179018,DOGE-USD,BUY,2021-10-12T15:45:57.754Z,279.20000000,DOGE,0.2224,0.21732928,-62.31140928,USD
default,15287439,EOS-USD,BUY,2021-11-19T03:13:59.269Z,149.60000000,EOS,4.101,2.1472836,-615.6568836,USD
default,15287440,EOS-USD,BUY,2021-11-19T03:14:13.498Z,0.50000000,EOS,4.103,0.00718025,-2.05868025,USD
default,15395272,DOGE-USD,SELL,2021-10-15T07:27:16.699Z,603.90000000,DOGE,0.2322,0.49078953,139.73479047,USD
default,15395721,DOGE-USD,SELL,2021-10-15T07:40:11.280Z,57.80000000,DOGE,0.2326,0.04705498,13.39722502,USD
default,15395722,DOGE-USD,SELL,2021-10-15T07:40:12.079Z,38.60000000,DOGE,0.2326,0.03142426,8.94693574,USD
default,15395724,DOGE-USD,SELL,2021-10-15T07:40:18.620Z,80.80000000,DOGE,0.2326,0.06577928,18.72830072,USD
default,15395725,DOGE-USD,SELL,2021-10-15T07:40:20.151Z,45.00000000,DOGE,0.2326,0.0366345,10.4303655,USD
default,15395728,DOGE-USD,SELL,2021-10-15T07:40:21.493Z,381.60000000,DOGE,0.2326,0.31066056,88.44949944,USD
default,17915563,SOL-USD,SELL,2021-10-15T21:03:04.672Z,6.75000000,SOL,162,3.82725,1089.67275,USD
default,18145068,SOL-USD,BUY,2021-10-17T20:21:13.732Z,1.59200000,SOL,156.46,0.87179512,-249.95611512,USD
default,18419508,SOL-USD,SELL,2021-10-20T14:11:43.777Z,1.59200000,SOL,163.214,0.909428408,258.927259592,USD
default,20844710,DOGE-USD,BUY,2021-11-24T15:20:18.593Z,2703.10000000,DOGE,0.2151,2.035028835,-583.471838835,USD
default,20844711,DOGE-USD,BUY,2021-11-24T15:20:18.593Z,1945.90000000,DOGE,0.2151,1.464970815,-420.028060815,USD
default,25509223,SOL-USD,BUY,2021-11-19T03:17:52.935Z,3.85100000,SOL,192.759,2.5981021815,-744.9130111815,USD
default,25509261,SOL-USD,BUY,2021-11-19T03:18:00.050Z,0.01300000,SOL,192.681,0.0087669855,-2.5136199855,USD
default,26049153,SOL-USD,SELL,2021-11-21T21:16:50.231Z,3.86400000,SOL,233.408,3.156609792,898.731902208,USD
default,26128120,SOL-USD,BUY,2021-11-22T04:34:18.724Z,3.00100000,SOL,219.07,2.301001745,-659.730071745,USD
default,26607513,SOL-USD,BUY,2021-11-24T18:44:42.926Z,3.23900000,SOL,202.99,2.301196135,-659.785806135,USD
default,26993792,LINK-USD,BUY,2021-05-26T02:23:53.868Z,1.30000000,LINK,29.92799,0.1361723545,-39.0425593545,USD
default,26993793,LINK-USD,BUY,2021-05-26T02:23:53.868Z,6.28000000,LINK,29.92799,0.6578172202,-188.6055944202,USD
default,27251940,SOL-USD,BUY,2021-11-28T02:23:27.811Z,3.97300000,SOL,187.428,2.606280054,-747.257724054,USD
default,27342931,SOL-USD,BUY,2021-11-28T18:43:13.859Z,3.76900000,SOL,181.71,2.397027465,-687.262017465,USD
default,27342935,SOL-USD,BUY,2021-11-28T18:43:13.995Z,0.33100000,SOL,181.71,0.210511035,-60.356521035,USD
default,27554870,SOL-USD,SELL,2021-11-29T18:56:37.416Z,7.15500000,SOL,209.92,5.2569216,1496.7206784,USD
default,27618856,SOL-USD,BUY,2021-11-30T03:27:27.960Z,7.15800000,SOL,202.98,5.08525794,-1458.01609794,USD
default,27972291,SOL-USD,SELL,2021-12-01T15:14:02.027Z,0.00100000,SOL,227.244,0.000795354,0.226448646,USD
default,27972292,SOL-USD,SELL,2021-12-01T15:14:02.027Z,0.00600000,SOL,227.201,0.004771221,1.358434779,USD
default,27972293,SOL-USD,SELL,2021-12-01T15:14:02.027Z,0.80000000,SOL,227.201,0.6361628,181.1246372,USD
default,27972294,SOL-USD,SELL,2021-12-01T15:14:02.027Z,0.01000000,SOL,227.2,0.007952,2.264048,USD
default,27972295,SOL-USD,SELL,2021-12-01T15:14:02.027Z,0.46500000,SOL,227.2,0.369768,105.278232,USD
default,27972296,SOL-USD,SELL,2021-12-01T15:14:02.027Z,5.87600000,SOL,227.197,4.672533502,1330.337038498,USD
default,28544227,SOL-USD,SELL,2021-12-03T16:55:47.178Z,7.15800000,SOL,218.55,5.47533315,1558.90556685,USD
default,28614119,SOL-USD,BUY,2021-12-03T20:18:56.076Z,6.25000000,SOL,208.17,4.55371875,-1305.61621875,USD
default,34236102,ADA-USD,BUY,2021-09-19T22:37:56.206Z,425.00000000,ADA,2.28,4.845,-973.845,USD
default,34961478,ADA-USD,SELL,2021-09-21T22:35:38.177Z,168.22000000,ADA,2.001,1.6830411,334.9251789,USD
default,34961479,ADA-USD,SELL,2021-09-21T22:35:38.177Z,174.86000000,ADA,2.0009,1.74938687,348.12798713,USD
default,34961480,ADA-USD,SELL,2021-09-21T22:35:38.177Z,34.49000000,ADA,2.0006,0.34500347,68.65569053,USD
default,34961481,ADA-USD,SELL,2021-09-21T22:35:38.177Z,209.93000000,ADA,2.0006,2.09992979,417.88602821,USD
default,35997283,LINK-USD,BUY,2021-09-17T23:54:31.596Z,4.88000000,LINK,27.6406,0.67443064,-135.56055864,USD
default,36072384,ADA-USD,BUY,2021-09-27T23:38:46.565Z,186.22000000,ADA,2.155,1.40456435,-402.70866435,USD
default,36224790,LINK-USD,BUY,2021-09-20T17:38:56.894Z,0.10000000,LINK,24.7107,0.01235535,-2.48342535,USD
default,36224791,LINK-USD,BUY,2021-09-20T17:38:56.894Z,7.02000000,LINK,24.71635,0.867543885,-174.376320885,USD
default,37619366,ADA-USD,BUY,2021-10-07T22:43:45.976Z,22.15000000,ADA,2.267,0.175749175,-50.389799175,USD
default,37619413,ADA-USD,BUY,2021-10-07T22:44:06.885Z,66.30000000,ADA,2.267,0.52605735,-150.82815735,USD
default,37644340,ADA-USD,BUY,2021-10-08T03:09:13.188Z,88.86000000,ADA,2.257,0.70194957,-201.25896957,USD
default,38150510,ADA-USD,BUY,2021-10-12T06:38:10.467Z,49.00000000,ADA,2.1177,0.36318555,-104.13048555,USD
default,38151168,ADA-USD,BUY,2021-10-12T06:49:23.707Z,24.97000000,ADA,2.1075,0.1841849625,-52.8084599625,USD
default,38205508,ADA-USD,BUY,2021-10-12T15:14:22.409Z,43.13000000,ADA,2.1077,0.3181678535,-91.2232688535,USD
default,38205511,ADA-USD,BUY,2021-10-12T15:14:23.603Z,110.00000000,ADA,2.1077,0.8114645,-232.6584645,USD
default,38205512,ADA-USD,BUY,2021-10-12T15:14:23.906Z,0.05000000,ADA,2.1077,0.0003688475,-0.1057538475,USD
default,38282391,ADA-USD,BUY,2021-10-13T05:39:05.269Z,76.96000000,ADA,2.0977,0.565036472,-162.004028472,USD
default,38285722,ADA-USD,BUY,2021-10-13T05:58:34.441Z,77.32000000,ADA,2.0878,0.565000436,-161.993696436,USD
default,38403107,ADA-USD,SELL,2021-10-14T03:28:55.952Z,1.12000000,ADA,2.1755,0.00852796,2.42803204,USD
default,38403108,ADA-USD,SELL,2021-10-14T03:28:56.945Z,46.20000000,ADA,2.1755,0.35177835,100.15632165,USD
default,38403109,ADA-USD,SELL,2021-10-14T03:28:58.591Z,21.96000000,ADA,2.1755,0.16720893,47.60677107,USD
default,38403111,ADA-USD,SELL,2021-10-14T03:29:01.874Z,4.12000000,ADA,2.1755,0.03137071,8.93168929,USD
default,38403112,ADA-USD,SELL,2021-10-14T03:29:01.896Z,11.44000000,ADA,2.1755,0.08710702,24.80061298,USD
default,38403114,ADA-USD,SELL,2021-10-14T03:29:04.060Z,45.73000000,ADA,2.1755,0.3481996525,99.1374153475,USD
default,38403115,ADA-USD,SELL,2021-10-14T03:29:04.240Z,100.43000000,ADA,2.1755,0.7646991275,217.7207658725,USD
default,38747632,LINK-USD,SELL,2021-10-21T01:25:17.580Z,3.42000000,LINK,27.85,0.3333645,94.9136355,USD
default,38747633,LINK-USD,SELL,2021-10-21T01:25:17.658Z,0.37000000,LINK,27.85,0.03606575,10.26843425,USD
default,38747652,LINK-USD,SELL,2021-10-21T01:25:23.508Z,1.00000000,LINK,27.85,0.097475,27.752525,USD
default,38747661,LINK-USD,SELL,2021-10-21T01:25:32.890Z,4.99000000,LINK,27.85,0.48640025,138.48509975,USD
default,38777464,LINK-USD,SELL,2021-10-21T09:03:34.335Z,9.80000000,LINK,28.17,0.966231,275.099769,USD
default,38815886,ADA-USD,BUY,2021-10-17T00:05:12.403Z,7.00000000,ADA,2.1707,0.05318215,-15.24808215,USD
default,38815887,ADA-USD,BUY,2021-10-17T00:05:12.403Z,98.42000000,ADA,2.1707,0.747741029,-214.388035029,USD
default,38889630,ADA-USD,BUY,2021-10-17T20:20:46.603Z,237.35000000,ADA,2.1025,1.7465993125,-500.7749743125,USD
default,39350558,ADA-USD,SELL,2021-10-21T01:59:17.453Z,194.00000000,ADA,2.2324,1.082714,432.002886,USD
default,39416887,ADA-USD,BUY,2021-10-21T11:34:20.713Z,161.24000000,ADA,2.1758,0.526238988,-351.352230988,USD
default,39417832,ADA-USD,BUY,2021-10-21T11:34:26.330Z,163.66000000,ADA,2.1437,0.526256913,-351.364198913,USD
default,40763152,ADA-USD,BUY,2021-10-28T02:06:26.391Z,512.45000000,ADA,1.9345,3.4696708375,-994.8041958375,USD
default,40943947,ADA-USD,SELL,2021-10-28T16:39:31.171Z,23.67000000,ADA,2.019,0.167264055,47.622465945,USD
default,40943948,ADA-USD,SELL,2021-10-28T16:39:32.191Z,97.33000000,ADA,2.019,0.687782445,195.821487555,USD
default,40943950,ADA-USD,SELL,2021-10-28T16:39:33.810Z,16.29000000,ADA,2.019,0.115113285,32.774396715,USD
default,40943951,ADA-USD,SELL,2021-10-28T16:39:33.819Z,12.99000000,ADA,2.019,0.091793835,26.135016165,USD
default,40943952,ADA-USD,SELL,2021-10-28T16:39:33.864Z,1.46000000,ADA,2.019,0.01031709,2.93742291,USD
default,40943953,ADA-USD,SELL,2021-10-28T16:39:34.254Z,360.71000000,ADA,2.019,2.548957215,725.724532785,USD
default,40971600,ADA-USD,BUY,2021-10-28T18:39:56.107Z,262.31000000,ADA,1.9584,1.797977664,-515.505881664,USD
default,41193380,ADA-USD,SELL,2021-10-29T16:31:12.929Z,262.31000000,ADA,2.0204,1.854898934,528.116225066,USD
default,43366038,ADA-USD,SELL,2021-11-09T15:10:13.467Z,197.07000000,ADA,2.2908,1.580067846,449.867888154,USD
default,43366039,ADA-USD,SELL,2021-11-09T15:10:13.467Z,375.93000000,ADA,2.2908,3.014131554,858.166312446,USD
default,43697738,ADA-USD,BUY,2021-11-10T19:39:46.241Z,35.66000000,ADA,2.22,0.2770782,-79.4422782,USD
default,43697739,ADA-USD,BUY,2021-11-10T19:39:46.241Z,257.91000000,ADA,2.22,2.0039607,-574.5641607,USD
default,43747278,ADA-USD,BUY,2021-11-10T21:20:22.727Z,317.92000000,ADA,2.05,2.281076,-654.017076,USD
default,44517618,ADA-USD,BUY,2021-11-16T01:05:14.202Z,533.31000000,ADA,1.95,3.63984075,-1043.59434075,USD
default,45286398,ADA-USD,BUY,2021-11-19T03:15:31.019Z,439.24000000,ADA,1.7686,2.718939524,-779.558803524,USD
default,45286416,ADA-USD,BUY,2021-11-19T03:15:39.007Z,0.59000000,ADA,1.768,0.00365092,-1.04677092,USD
default,45966363,ADA-USD,BUY,2021-11-24T02:59:30.247Z,590.40000000,ADA,1.68,3.471552,-995.343552,USD
default,46499697,ADA-USD,BUY,2021-11-26T08:26:39.755Z,655.60000000,ADA,1.52,3.487792,-999.999792,USD
default,58716192,ETH-USD,SELL,2020-05-30T05:46:43.099Z,3.06120714,ETH,228.9,3.50355157173,697.20676277427,USD
default,58716969,ETH-USD,BUY,2020-05-30T05:54:01.535Z,3.00889722,ETH,230.56,3.468656715216,-697.199999758416,USD
default,58723739,ETH-USD,SELL,2020-05-30T09:54:18.570Z,3.00889722,ETH,232.01,3.490471220061,694.603772792139,USD
default,58744038,ETH-USD,BUY,2020-05-30T20:29:22.407Z,2.93110359,ETH,235.8,3.45577113261,-694.60999765461,USD
default,58756172,ETH-USD,SELL,2020-05-30T23:23:49.799Z,1.90000000,ETH,242.58,2.30451,458.59749,USD
default,58756173,ETH-USD,SELL,2020-05-30T23:23:49.799Z,1.03110359,ETH,242.57,1.2505739891315,248.8642238371685,USD
default,58760077,ETH-USD,BUY,2020-05-31T00:57:52.449Z,2.85892984,ETH,245,3.502189054,-703.939999854,USD
default,58809888,ETH-USD,SELL,2020-06-01T08:26:28.839Z,0.00001503,ETH,237,0.00001781055,0.00354429945,USD
default,58809889,ETH-USD,SELL,2020-06-01T08:26:28.839Z,2.85891481,ETH,237,3.38781404985,674.17499592015,USD
default,58828286,ETH-USD,BUY,2020-06-01T20:47:03.967Z,2.78050942,ETH,242.52,3.371645722692,-677.700790261092,USD
default,58855792,ETH-USD,SELL,2020-06-02T05:54:25.659Z,2.78050942,ETH,248,3.4478316808,686.1185044792,USD
default,58892601,ETH-USD,BUY,2020-06-02T19:20:54.825Z,2.88061173,ETH,236,3.3991218414,-683.2234901214,USD
default,58896843,ETH-USD,SELL,2020-06-02T21:46:11.729Z,0.10000000,ETH,237.97,0.118985,23.678015,USD
default,58896844,ETH-USD,SELL,2020-06-02T21:46:11.729Z,2.78061173,ETH,237.94,3.308093775181,658.310661261019,USD
default,58897742,ETH-USD,BUY,2020-06-02T22:14:34.694Z,0.25932798,ETH,239.28,0.310259995272,-62.362259049672,USD
default,58897743,ETH-USD,BUY,2020-06-02T22:14:34.694Z,2.58608459,ETH,239.32,3.094508820394,-621.996272899194,USD
default,58898869,ETH-USD,SELL,2020-06-02T22:52:48.513Z,0.96397684,ETH,237.14,1.142987339188,227.454480498412,USD
default,58898870,ETH-USD,SELL,2020-06-02T22:52:48.513Z,1.88143573,ETH,237.14,2.230818345061,443.932850667139,USD
default,61073271,LTC-USD,BUY,2021-04-18T09:05:37.161Z,2.50602752,LTC,258.47,2.2670652658304,-649.9999983602304,USD
default,61355205,ETH-USD,BUY,2020-08-05T20:49:41.364Z,1.67054707,ETH,400.21,3.3428482144235,-671.9124910991235,USD
default,61752445,LTC-USD,BUY,2021-04-22T07:01:50.127Z,0.45316577,LTC,264.48,0.4194864899736,-120.2727693395736,USD
default,61752446,LTC-USD,BUY,2021-04-22T07:01:50.127Z,3.05481000,LTC,264.48,2.8277765208,-810.7639253208,USD
default,61752447,LTC-USD,BUY,2021-04-22T07:01:50.127Z,0.24669142,LTC,264.48,0.2283573136656,-65.4733040752656,USD
default,64128520,LTC-USD,SELL,2021-05-06T18:43:44.237Z,6.26069471,LTC,325,7.121540232625,2027.604240517375,USD
default,66947633,ETH-USD,SELL,2020-11-15T22:36:33.305Z,1.67054707,ETH,445,3.71696723075,739.67647891925,USD
default,67056460,ETH-USD,BUY,2020-11-17T17:06:14.431Z,1.54786956,ETH,475.49,3.679982485422,-739.676479569822,USD
default,68068566,ETH-USD,SELL,2020-11-25T23:22:33.856Z,1.54786956,ETH,560,4.334034768,862.472918832,USD
default,69443453,ETH-USD,BUY,2020-12-10T16:16:35.723Z,1.53000000,ETH,558.36,4.271454,-858.562254,USD
default,69443454,ETH-USD,BUY,2020-12-10T16:16:35.943Z,0.00696899,ETH,558.36,0.019456026282,-3.910661282682,USD
default,70149510,ETH-USD,SELL,2020-12-18T13:59:14.019Z,0.15600000,ETH,639.43,0.4987554,99.2523246,USD
default,70149511,ETH-USD,SELL,2020-12-18T13:59:14.019Z,0.01404518,ETH,639.37,0.044900333683,8.935166402917,USD
default,70149512,ETH-USD,SELL,2020-12-18T13:59:14.019Z,1.36692381,ETH,639.2,4.36868849676,869.36901085524,USD
default,70267169,ETH-USD,BUY,2020-12-19T17:09:20.874Z,0.57056917,ETH,670,1.9114067195,-384.1927506195,USD
default,70267170,ETH-USD,BUY,2020-12-19T17:09:20.874Z,0.45399922,ETH,670,1.520897387,-305.700374787,USD
default,70267171,ETH-USD,BUY,2020-12-19T17:09:20.874Z,0.01000000,ETH,670.01,0.0335005,-6.7336005,USD
default,70267172,ETH-USD,BUY,2020-12-19T17:09:20.874Z,0.16037325,ETH,670.01,0.5372584061625,-107.9889396386625,USD
default,70267173,ETH-USD,BUY,2020-12-19T17:09:20.874Z,0.24608508,ETH,670.03,0.824421930762,-165.708808083162,USD
default,70369004,ETH-USD,SELL,2020-12-20T21:37:28.452Z,1.44102672,ETH,632,4.5536444352,906.1752426048,USD
default,70931163,ETH-USD,BUY,2020-12-25T11:29:52.836Z,0.16154944,ETH,630.13,0.508985743136,-102.306134370336,USD
default,70931164,ETH-USD,BUY,2020-12-25T11:29:52.836Z,1.26973081,ETH,630.14,4.000540863067,-804.108713476467,USD
default,71124027,ETH-USD,BUY,2020-12-27T08:40:47.647Z,0.01073775,ETH,647.82,0.034780646025,-6.990909851025,USD
default,71459064,ETH-USD,SELL,2020-12-28T22:33:58.819Z,1.44201800,ETH,720,5.1912648,1033.0616952,USD
default,71582796,ETH-USD,BUY,2020-12-29T12:05:56.246Z,1.35000000,ETH,735,4.96125,-997.21125,USD
default,71618192,ETH-USD,SELL,2020-12-29T16:31:22.306Z,1.35000000,ETH,705,4.75875,946.99125,USD
default,71639758,ETH-USD,BUY,2020-12-29T19:09:23.598Z,1.34900853,ETH,724.94,4.889751218691,-982.839994956891,USD
default,71833534,ETH-USD,SELL,2020-12-31T01:08:49.394Z,1.24521486,ETH,735,4.5761646105,910.6567574895,USD
default,71833535,ETH-USD,SELL,2020-12-31T01:08:49.394Z,0.10379367,ETH,735,0.38144173725,75.90690571275,USD
default,71853948,ETH-USD,BUY,2020-12-31T04:02:41.816Z,0.93295643,ETH,744.49,3.4728836628535,-698.0496162335535,USD
default,71853949,ETH-USD,BUY,2020-12-31T04:02:41.816Z,0.37903724,ETH,744.49,1.410947174038,-283.600381981638,USD
default,72686012,ETH-USD,SELL,2021-01-03T23:57:41.336Z,1.31199366,ETH,965,4.43125858665,1261.64262331335,USD
default,72743564,ETH-USD,BUY,2021-01-04T03:27:00.674Z,0.17309128,ETH,995.05,0.602820673574,-172.837298837574,USD
default,72743565,ETH-USD,BUY,2021-01-04T03:27:00.674Z,1.00000000,ETH,995.05,3.482675,-998.532675,USD
default,72743566,ETH-USD,BUY,2021-01-04T03:27:00.674Z,0.09090249,ETH,995.06,0.3165870109479,-90.7700187103479,USD
default,72897571,ETH-USD,SELL,2021-01-04T08:34:02.654Z,1.00000000,ETH,1040,3.64,1036.36,USD
default,72897574,ETH-USD,SELL,2021-01-04T08:34:03.498Z,0.26000000,ETH,1040,0.9464,269.4536,USD
default,72897577,ETH-USD,SELL,2021-01-04T08:34:03.909Z,0.00399378,ETH,1040,0.0145373592,4.1389938408,USD
default,73178079,ETH-USD,BUY,2021-01-05T00:05:15.090Z,1.22410079,ETH,1065,4.562835694725,-1308.230177044725,USD
default,73211428,ETH-USD,SELL,2021-01-05T00:57:41.960Z,1.03594980,ETH,1095,3.9702776085,1130.3947533915,USD
